Date,Open,High,Low,Close,Adj Close,Volume
2019-02-21,45.509998,45.577999,44.490002,44.700001,43.474873,701900
2019-02-22,45.110001,45.779999,45.020000,45.770000,44.515549,245500
2019-02-25,46.459999,46.840000,46.147999,46.389999,45.118553,357800
2019-02-26,46.279999,46.384998,45.970001,46.040001,44.778149,185600
2019-02-27,45.919998,46.830002,45.790001,46.720001,45.439510,317200
2019-02-28,46.580002,46.758999,46.048000,46.560001,45.283894,248000
2019-03-01,46.849998,46.889999,46.389999,46.799999,45.517315,283600
2019-03-04,47.189999,47.240002,45.500000,46.230000,44.962936,326800
2019-03-05,46.180000,46.689999,45.650002,46.360001,45.089375,395400
2019-03-06,46.360001,46.360001,45.259998,45.360001,44.116783,482800
2019-03-07,45.090000,45.244999,44.273998,44.570000,43.348434,356800
2019-03-08,43.820000,44.915001,43.380001,44.860001,43.630489,304900
2019-03-11,45.139999,46.419998,45.000000,46.419998,45.147732,461600
2019-03-12,46.500000,46.770000,46.035999,46.549999,45.274170,461900
2019-03-13,46.740002,47.139999,46.549999,46.939999,45.653473,498200
2019-03-14,46.959999,47.070000,46.529999,46.639999,45.361698,227600
2019-03-15,46.770000,47.258999,46.599998,46.990002,45.702106,388400
2019-03-18,47.000000,47.419998,46.389999,46.849998,45.565945,289900
2019-03-19,47.020000,47.259998,46.655998,46.980000,45.692383,349300
2019-03-20,46.930000,47.480000,46.500000,47.099998,45.809093,283300
2019-03-21,46.810001,48.150002,46.759998,48.070000,46.752506,354000
2019-03-22,47.810001,47.945000,46.040001,46.049999,44.787872,555800
2019-03-25,45.820000,46.234001,45.209999,45.950001,44.690613,611800
2019-03-26,46.500000,46.647999,45.799999,46.150002,44.885132,329200
2019-03-27,46.139999,46.380001,44.922001,45.650002,44.398834,653400
2019-03-28,45.770000,46.263000,45.481998,46.139999,44.875408,205700
2019-03-29,46.580002,46.830002,46.209999,46.730000,45.449234,242400
2019-04-01,47.320000,47.521000,47.075001,47.430000,46.130051,326700
2019-04-02,47.480000,47.860001,47.220001,47.810001,46.499634,283100
2019-04-03,48.189999,49.080002,48.099998,48.779999,47.443047,449800
2019-04-04,48.380001,48.459999,47.509998,48.130001,46.810863,366100
2019-04-05,48.299999,48.930000,48.185001,48.910000,47.569485,255600
2019-04-08,48.779999,48.980000,48.470001,48.810001,47.472229,266400
2019-04-09,48.650002,48.847000,48.220001,48.299999,46.976204,314700
2019-04-10,48.419998,48.980000,48.250000,48.980000,47.637569,300500
2019-04-11,48.939999,48.939999,48.209999,48.349998,47.024834,339000
2019-04-12,48.779999,48.849998,48.349998,48.459999,47.131817,329900
2019-04-15,48.500000,48.560001,47.459999,47.950001,46.635799,443800
2019-04-16,48.240002,48.539001,48.099998,48.279999,46.956749,352800
2019-04-17,48.669998,48.709999,46.860001,47.049999,45.760464,433800
2019-04-18,47.110001,47.310001,46.412998,47.090000,45.799366,330800
2019-04-22,46.970001,47.320000,46.844002,47.250000,45.954983,246700
2019-04-23,47.450001,48.590000,47.411999,48.430000,47.102638,337500
2019-04-24,48.500000,48.500000,47.980000,48.009998,46.694153,338800
2019-04-25,47.820000,48.000000,47.220001,47.580002,46.275940,422300
2019-04-26,47.590000,47.689999,47.080002,47.689999,46.382923,227500
2019-04-29,47.720001,48.240002,47.700001,47.790001,46.480183,221300
2019-04-30,47.799999,48.009998,46.959999,47.220001,45.925804,380700
2019-05-01,47.500000,47.710999,46.779999,46.779999,45.497864,504100
2019-05-02,46.919998,47.099998,46.139999,47.009998,45.721558,417400
2019-05-03,47.439999,48.389999,47.223999,48.389999,47.063740,311600
2019-05-06,47.060001,48.855000,46.874001,48.820000,47.481953,388500
2019-05-07,48.279999,48.490002,46.900002,47.299999,46.003613,457700
2019-05-08,46.570000,46.935001,46.060001,46.430000,45.157459,330400
2019-05-09,45.810001,46.240002,44.910000,46.029999,44.768417,413400
2019-05-10,45.790001,46.438999,45.060001,46.240002,44.972668,276000
2019-05-13,44.830002,45.099998,43.630001,43.689999,42.492554,694300
2019-05-14,44.049999,44.865002,43.914001,44.529999,43.309528,288500
2019-05-15,44.180000,45.075001,44.000000,45.070000,43.834728,312100
2019-05-16,45.150002,45.508999,45.099998,45.279999,44.038975,432400
2019-05-17,44.480000,44.776001,43.869999,43.959999,42.755154,294900
2019-05-20,43.180000,43.522999,42.856998,42.930000,41.753384,485700
2019-05-21,43.270000,43.950001,43.230000,43.900002,42.696796,311900
2019-05-22,43.549999,43.919998,43.199001,43.230000,42.045162,509500
2019-05-23,42.590000,42.799999,41.669998,42.040001,40.887779,511800
2019-05-24,42.450001,42.544998,41.918999,42.139999,40.985035,295700
2019-05-28,42.290001,42.580002,41.840000,41.889999,40.741890,273100
2019-05-29,41.570000,41.812000,41.180000,41.520000,40.382027,505200
2019-05-30,41.730000,42.119999,41.470001,41.810001,40.664078,200400
2019-05-31,41.110001,41.230000,40.674999,40.730000,39.613682,340800
2019-06-03,40.730000,40.990002,39.880001,40.139999,39.039852,482800
2019-06-04,40.840000,41.840000,40.520000,41.799999,40.654354,320400
2019-06-05,42.330002,42.360001,41.640999,42.110001,40.955860,551700
2019-06-06,42.320000,42.369999,41.820000,42.130001,40.975311,725600
2019-06-07,42.480000,43.310001,42.480000,43.209999,42.025707,236800
2019-06-10,43.540001,44.312000,43.540001,43.619999,42.424469,278900
2019-06-11,44.240002,44.320000,42.869999,43.299999,42.113243,281500
2019-06-12,43.259998,43.449001,42.799999,43.150002,41.967354,188900
2019-06-13,43.310001,43.680000,43.139999,43.680000,42.482830,197600
2019-06-14,43.450001,43.599998,42.970001,43.070000,41.889549,257900
2019-06-17,43.169998,44.630001,43.153999,44.410000,43.192822,208400
2019-06-18,44.980000,45.540001,44.849998,45.110001,43.873634,467700
2019-06-19,45.279999,45.360001,44.820999,45.270000,44.029251,191200
2019-06-20,45.889999,46.020000,45.029999,45.330002,44.087608,208700
2019-06-21,45.189999,45.470001,44.529999,45.439999,44.194588,282500
2019-06-24,45.560001,45.650002,44.759998,44.790001,43.562408,227400
2019-06-25,44.840000,45.099998,44.299999,44.459999,43.241447,227700
2019-06-26,44.880001,45.060001,44.540001,44.689999,43.465145,235500
2019-06-27,44.830002,45.840000,44.830002,45.820000,44.564175,277500
2019-06-28,45.939999,48.049999,45.820000,47.980000,46.664974,480600
2019-07-01,48.759998,48.840000,47.820000,47.919998,46.606617,412100
2019-07-02,47.970001,48.000000,47.112000,47.439999,46.139774,228300
2019-07-03,48.049999,48.060001,47.636002,48.060001,46.742783,149200
2019-07-05,47.740002,47.939999,47.286999,47.799999,46.489906,147100
2019-07-08,47.580002,47.597000,47.099998,47.349998,46.052238,296300
2019-07-09,47.080002,48.250000,47.080002,48.250000,46.927578,235900
2019-07-10,48.580002,48.950001,48.316002,48.580002,47.248531,173800
2019-07-11,48.639999,48.840000,48.160999,48.610001,47.277706,153600
2019-07-12,48.410000,48.580002,48.090000,48.459999,47.131817,196700
2019-07-15,48.599998,48.700001,48.180000,48.669998,47.336060,129300
2019-07-16,48.590000,48.590000,48.050999,48.369999,47.044285,114900
2019-07-17,48.380001,48.910000,48.180000,48.599998,47.267979,131700
2019-07-18,48.400002,48.830002,48.349998,48.830002,47.491680,132400
2019-07-19,48.990002,49.040001,48.279999,48.290001,46.966476,188300
2019-07-22,48.509998,48.840000,48.400002,48.740002,47.404148,202000
2019-07-23,48.959999,48.959999,48.490002,48.900002,47.559757,134100
2019-07-24,48.919998,49.919998,48.730000,49.919998,48.551800,263900
2019-07-25,49.099998,49.099998,48.216999,48.259998,46.937298,286300
2019-07-26,48.480000,49.389999,48.400002,49.349998,47.997429,154500
2019-07-29,49.250000,49.349998,48.243999,49.130001,47.783459,215800
2019-07-30,48.610001,49.610001,48.490002,49.610001,48.250301,239800
2019-07-31,49.209999,49.490002,47.810001,48.459999,47.131817,256100
2019-08-01,48.459999,48.750000,46.959999,47.720001,46.412102,322200
2019-08-02,47.000000,47.209999,45.709999,46.119999,44.855949,354300
2019-08-05,44.970001,45.070000,43.570000,44.160000,42.949669,862300
2019-08-06,44.619999,44.980000,43.770000,44.560001,43.338711,471300
2019-08-07,44.209999,45.139999,44.000000,45.130001,43.893089,436900
2019-08-08,45.299999,45.950001,45.000000,45.889999,44.632256,394500
2019-08-09,45.779999,45.919998,44.869999,45.270000,44.029251,182500
2019-08-12,44.950001,45.014000,44.209999,44.334000,43.118904,264200
2019-08-13,44.230000,45.450001,44.000000,45.230000,43.990349,294300
2019-08-14,44.320000,44.529999,43.330002,43.639999,42.443928,366100
2019-08-15,43.889999,43.889999,43.130001,43.560001,42.366119,344900
2019-08-16,44.070000,44.759998,44.070000,44.689999,43.465145,270700
2019-08-19,45.450001,45.584999,45.099998,45.549999,44.301575,281100
2019-08-20,45.540001,45.540001,45.099998,45.259998,44.019520,177600
2019-08-21,45.669998,45.875999,45.332001,45.660000,44.408562,249200
2019-08-22,45.669998,45.741001,44.680000,44.990002,43.756927,127500
2019-08-23,44.689999,45.154999,43.360001,43.509998,42.317490,243600
2019-08-26,44.060001,44.060001,43.340000,43.790001,42.589817,426400
2019-08-27,44.040001,44.104000,42.799999,43.119999,41.938179,227900
2019-08-28,42.939999,43.540001,42.650002,43.380001,42.191051,344300
2019-08-29,44.009998,44.250000,43.792000,44.180000,42.969124,203300
2019-08-30,44.650002,44.840000,43.928001,44.320000,43.105289,202000
2019-09-03,43.950001,44.459999,43.080002,43.270000,42.084068,308800
2019-09-04,43.720001,43.779999,43.115002,43.340000,42.152145,187500
2019-09-05,43.889999,44.270000,43.459999,44.040001,42.832962,207900
2019-09-06,44.080002,44.327000,43.779999,43.939999,42.735703,115500
2019-09-09,44.099998,44.199001,43.520000,43.810001,42.609268,201100
2019-09-10,43.529999,44.470001,43.327999,44.349998,43.134464,231200
2019-09-11,44.520000,45.570000,44.459999,45.540001,44.291847,393600
2019-09-12,45.709999,45.889999,45.266998,45.500000,44.252945,269400
2019-09-13,45.610001,45.709999,45.200001,45.250000,44.009800,254000
2019-09-16,44.810001,45.490002,44.799999,45.400002,44.155689,176600
2019-09-17,45.349998,45.500000,45.148998,45.500000,44.252945,194100
2019-09-18,45.500000,45.560001,44.470001,45.040001,43.805557,176200
2019-09-19,45.110001,45.470001,44.773998,44.849998,43.620758,170400
2019-09-20,44.950001,45.000000,44.250000,44.740002,43.513779,237300
2019-09-23,44.630001,44.844002,44.450001,44.540001,43.319260,141400
2019-09-24,44.750000,44.900002,42.639999,43.040001,41.860367,367900
2019-09-25,42.939999,43.250000,42.325001,43.139999,41.957630,268900
2019-09-26,43.209999,43.282001,42.549999,43.070000,41.889549,154700
2019-09-27,43.160000,43.549999,42.279999,42.639999,41.471333,308800
2019-09-30,42.730000,43.070000,42.400002,42.889999,41.714478,284800
2019-10-01,43.139999,43.349998,41.860001,41.900002,40.751614,280700
2019-10-02,41.590000,41.590000,40.820000,41.270000,40.138878,699400
2019-10-03,41.060001,41.613998,40.119999,41.529999,40.391754,337700
2019-10-04,41.639999,42.000000,41.294998,41.970001,40.819698,231700
2019-10-07,41.799999,42.389999,41.686001,42.029999,40.878048,171100
2019-10-08,41.639999,41.639999,40.610001,40.619999,39.506699,287400
2019-10-09,41.060001,41.380001,40.831001,41.189999,40.061073,133100
2019-10-10,41.259998,41.647999,41.014000,41.279999,40.148605,246000
2019-10-11,41.939999,42.520000,41.900002,41.930000,40.780792,242600
2019-10-14,41.860001,42.459999,41.734001,42.259998,41.101749,164200
2019-10-15,42.500000,43.290001,42.439999,43.150002,41.967354,175500
2019-10-16,42.990002,43.080002,42.694000,42.799999,41.626945,188400
2019-10-17,42.880001,43.090000,42.770000,42.881001,41.705730,154200
2019-10-18,42.830002,42.860001,41.509998,41.930000,40.780792,161500
2019-10-21,42.230000,42.580002,41.939999,42.410000,41.247639,151100
2019-10-22,42.630001,42.740002,41.880001,41.930000,40.780792,186700
2019-10-23,41.900002,42.194000,41.660000,41.759998,40.615448,142200
2019-10-24,42.549999,42.730000,42.189999,42.650002,41.481060,239600
2019-10-25,42.459999,43.580002,42.196999,43.520000,42.327213,176500
2019-10-28,43.740002,44.761002,43.740002,44.639999,43.416515,239400
2019-10-29,44.480000,44.650002,44.176998,44.320000,43.105289,401500
2019-10-30,44.320000,44.380001,43.950001,44.369999,43.153919,178200
2019-10-31,44.279999,44.660000,43.841000,44.230000,43.017754,157000
2019-11-01,44.599998,45.242001,44.403999,45.230000,43.990349,354000
2019-11-04,45.630001,45.830002,45.209000,45.480000,44.233494,125100
2019-11-05,45.619999,45.919998,45.360001,45.389999,44.145958,222500
2019-11-06,45.400002,45.402000,45.056999,45.220001,43.980621,260600
2019-11-07,45.549999,45.900002,45.125000,45.209999,43.970894,236500
2019-11-08,45.169998,45.849998,45.057999,45.849998,44.593353,132700
2019-11-11,45.549999,46.384998,45.500000,46.320000,45.050468,136100
2019-11-12,46.470001,46.900002,46.299999,46.650002,45.371429,140500
2019-11-13,46.450001,46.639999,46.160999,46.369999,45.099098,159300
2019-11-14,46.310001,46.722000,46.310001,46.560001,45.283894,132000
2019-11-15,46.990002,47.480000,46.866001,47.400002,46.100872,270400
2019-11-18,47.410000,47.500000,47.009998,47.400002,46.100872,242000
2019-11-19,47.709999,48.702000,47.709999,48.450001,47.122093,232900
2019-11-20,48.150002,48.790001,47.749001,48.430000,47.102638,213200
2019-11-21,48.410000,48.549999,48.000000,48.150002,46.830318,145800
2019-11-22,48.259998,48.419998,48.000000,48.419998,47.092915,196700
2019-11-25,48.889999,49.750000,48.750000,49.669998,48.308655,205000
2019-11-26,49.980000,50.127998,49.700001,50.000000,48.629608,168700
2019-11-27,50.299999,50.466000,49.959999,50.230000,48.853310,130700
2019-11-29,50.009998,50.450001,50.009998,50.430000,49.047829,75400
2019-12-02,50.320000,50.430000,48.720001,48.959999,47.618114,207100
2019-12-03,48.320000,49.090000,48.130001,49.090000,47.744553,187400
2019-12-04,49.439999,49.450001,49.091000,49.189999,47.841808,131900
2019-12-05,49.259998,49.259998,48.639999,48.959999,47.618114,222700
2019-12-06,49.549999,49.590000,49.320000,49.459999,48.104412,126200
2019-12-09,49.490002,49.720001,49.009998,49.049999,47.705647,173200
2019-12-10,49.259998,49.349998,48.959999,49.259998,47.909893,182600
2019-12-11,49.450001,49.450001,48.889999,48.970001,47.627842,140100
2019-12-12,49.049999,49.549999,48.830002,49.400002,48.046059,147900
2019-12-13,49.400002,49.740002,48.970001,49.099998,47.754272,173500
2019-12-16,49.759998,50.430000,49.549999,50.230000,48.853310,250700
2019-12-17,50.230000,50.400002,49.700001,50.180000,48.804676,193300
2019-12-18,50.320000,50.799999,50.299999,50.540001,49.154808,241900
2019-12-19,50.680000,50.993000,50.558998,50.869999,49.475765,174400
2019-12-20,51.189999,51.299999,50.859001,50.959999,49.563297,345300
2019-12-23,51.259998,51.740002,50.911999,51.590000,50.176033,303700
2019-12-24,51.639999,51.820000,51.400002,51.820000,50.399727,84200
2019-12-26,51.869999,52.009998,51.669998,51.770000,50.351097,184100
2019-12-27,51.840000,51.910000,51.000000,51.139999,49.922550,175800
2019-12-30,51.060001,51.160000,49.580002,49.740002,48.555882,307100
2019-12-31,49.490002,50.235001,49.349998,50.049999,48.858498,192700
2020-01-02,50.639999,50.639999,49.900002,50.500000,49.297787,248400
2020-01-03,49.740002,50.450001,49.740002,50.130001,48.936596,264100
2020-01-06,49.520000,50.560001,49.430000,50.520000,49.317310,297000
2020-01-07,50.660000,51.301998,50.529999,51.139999,49.922550,230000
2020-01-08,51.110001,52.509998,51.105999,52.290001,51.045174,378800
2020-01-09,52.730000,52.845001,52.021000,52.349998,51.103741,290200
2020-01-10,52.529999,52.529999,51.860001,51.970001,50.732792,227700
2020-01-13,52.529999,53.110001,52.299999,53.040001,51.777317,345500
2020-01-14,53.180000,53.700001,52.555000,53.259998,51.992081,351700
2020-01-15,53.200001,54.035000,53.150002,53.430000,52.158035,335300
2020-01-16,53.650002,54.009998,53.320000,54.009998,52.724224,264900
2020-01-17,54.169998,54.169998,53.504002,53.669998,52.392319,337400
2020-01-21,53.799999,54.029999,53.430000,53.590000,52.314224,360200
2020-01-22,54.090000,54.403999,53.751999,53.840000,52.558273,357700
2020-01-23,53.770000,53.988998,53.070000,53.799999,52.519226,266200
2020-01-24,53.959999,54.160000,52.410000,52.799999,51.543034,358700
2020-01-27,51.200001,52.189999,51.000000,51.849998,50.615646,476800
2020-01-28,52.299999,52.889999,52.139999,52.820000,51.562557,278300
2020-01-29,53.040001,53.259998,52.680000,52.849998,51.591839,210000
2020-01-30,52.680000,53.330002,52.400002,52.950001,51.689465,282200
2020-01-31,52.650002,52.716999,51.419998,51.799999,50.566837,358900
2020-02-03,52.310001,53.990002,52.150002,53.959999,52.675419,526400
2020-02-04,55.720001,57.039001,55.180000,56.320000,54.979233,664200
2020-02-05,56.770000,56.770000,55.152000,55.520000,54.198280,459600
2020-02-06,55.730000,56.624001,55.230000,56.169998,54.832802,406800
2020-02-07,56.139999,56.450001,55.759998,55.840000,54.510662,308900
2020-02-10,56.290001,57.020000,56.220001,56.889999,55.535664,531600
2020-02-11,57.639999,58.139999,57.070000,57.790001,56.414242,557100
2020-02-12,58.400002,58.470001,57.800999,58.330002,56.941387,514800
2020-02-13,58.060001,59.240002,57.803001,58.759998,57.361145,485400
2020-02-14,58.900002,59.139999,58.570000,58.689999,57.292812,338800
2020-02-18,58.990002,59.160000,58.500000,59.160000,57.751625,554700
2020-02-19,60.000000,60.730000,59.680000,60.369999,58.932816,650500
2020-02-20,60.160000,60.610001,58.820999,59.889999,58.464249,569200
2020-02-21,59.540001,59.599998,58.205002,58.610001,57.214718,540700
2020-02-24,55.439999,56.580002,55.000000,56.020000,54.686375,1184200
2020-02-25,56.650002,56.868000,53.759998,54.099998,52.812080,819000
2020-02-26,54.400002,55.160000,53.070000,53.540001,52.265415,665000
2020-02-27,52.250000,54.119999,50.730000,51.709999,50.478981,995000
2020-02-28,49.680000,52.840000,49.599998,52.840000,51.582081,1031900
2020-03-02,53.549999,54.110001,52.139999,54.080002,52.792561,851700
2020-03-03,54.689999,55.548000,51.880001,52.990002,51.728512,903800
2020-03-04,54.169998,54.830002,52.882999,54.790001,53.485657,559400
2020-03-05,53.200001,54.452000,52.960999,53.509998,52.236130,505700
2020-03-06,51.580002,52.900002,51.090000,52.110001,50.869461,703800
2020-03-09,48.000000,49.806999,46.903999,47.779999,46.642536,870600
2020-03-10,49.900002,50.049999,47.500000,50.049999,48.858498,747200
2020-03-11,48.660000,49.290001,46.389999,46.939999,45.822533,682400
2020-03-12,43.439999,43.860001,41.029999,41.029999,40.053230,1298300
2020-03-13,43.639999,44.180000,39.096001,42.900002,41.878716,1176300
2020-03-16,37.549999,39.480000,36.220001,36.220001,35.357742,1298000
2020-03-17,37.360001,39.660000,34.733002,38.230000,37.319885,905700
2020-03-18,35.500000,37.430000,33.000000,34.689999,33.864162,1072800
2020-03-19,34.799999,38.680000,34.069000,37.810001,36.909889,901200
2020-03-20,39.099998,40.570000,37.810001,37.849998,36.948933,956000
2020-03-23,37.549999,39.250000,36.630001,38.349998,37.437031,966300
2020-03-24,41.130001,42.240002,40.410000,42.150002,41.146572,1024900
2020-03-25,43.259998,45.470001,42.040001,43.790001,42.747528,1292800
2020-03-26,44.259998,46.540001,44.259998,45.970001,44.875629,1417900
2020-03-27,44.459999,44.950001,43.200001,43.759998,42.718239,796200
2020-03-30,44.189999,44.720001,42.855000,44.599998,43.538242,979800
2020-03-31,44.369999,45.380001,43.230000,44.000000,42.952526,605800
2020-04-01,42.419998,42.639999,39.828999,40.240002,39.282040,776100
2020-04-02,39.630001,41.700001,39.410000,40.490002,39.526089,516800
2020-04-03,40.950001,41.500000,39.799999,40.200001,39.242992,493700
2020-04-06,42.380001,44.310001,42.020000,44.180000,43.128239,578600
2020-04-07,46.169998,46.500000,44.050999,44.220001,43.167294,608100
2020-04-08,45.169998,46.209999,44.483002,46.009998,44.914677,546500
2020-04-09,47.040001,47.950001,46.509998,47.290001,46.164204,2232800
2020-04-13,47.169998,47.930000,46.111000,47.849998,46.710873,573100
2020-04-14,49.720001,50.827000,49.369999,50.380001,49.180645,900600
2020-04-15,49.480000,50.029999,48.599998,49.560001,48.380165,810000
2020-04-16,49.919998,50.887001,49.299999,50.599998,49.395405,684600
2020-04-17,52.110001,52.349998,51.299999,52.259998,51.015888,981500
2020-04-20,51.639999,53.868000,51.009998,52.799999,51.543034,840100
2020-04-21,51.990002,52.259998,49.750000,50.610001,49.405167,710900
2020-04-22,52.160000,52.680000,51.299999,52.419998,51.172077,518500
2020-04-23,52.430000,53.469002,51.926998,52.009998,50.771835,654000
2020-04-24,52.380001,53.359001,51.730999,53.060001,51.796844,496500
2020-04-27,54.070000,56.429001,53.755001,55.639999,54.315422,1905900
2020-04-28,56.730000,56.730000,53.380001,54.049999,52.763275,893000
2020-04-29,55.689999,56.869999,54.602001,56.630001,55.281857,1011600
2020-04-30,56.720001,57.000000,55.099998,55.330002,54.012802,781300
2020-05-01,53.820000,54.230000,51.669998,52.380001,51.133034,870900
2020-05-04,51.709999,54.310001,51.529999,54.310001,53.017090,459800
2020-05-05,55.529999,56.020000,54.759998,55.060001,53.749233,637400
2020-05-06,55.330002,55.849998,54.750000,55.330002,54.012802,614200
2020-05-07,56.090000,56.898998,55.639999,56.599998,55.252567,638800
2020-05-08,57.160000,58.449001,56.500000,58.299999,56.912094,620600
2020-05-11,57.549999,60.189999,57.389000,59.680000,58.259243,767500
2020-05-12,60.500000,60.500000,58.160000,58.160000,56.775433,952200
2020-05-13,58.029999,58.716000,54.770000,56.330002,54.988998,926900
2020-05-14,55.430000,56.450001,54.310001,56.250000,54.910904,1023600
2020-05-15,55.830002,58.220001,55.516998,58.090000,56.707096,493700
2020-05-18,60.070000,60.639999,59.619999,59.880001,58.454487,825900
2020-05-19,60.009998,61.150002,59.680000,59.820000,58.395912,867400
2020-05-20,61.009998,61.889999,59.959999,61.820000,60.348301,1101300
2020-05-21,61.820000,62.340000,60.509998,61.980000,60.504494,839000
2020-05-22,61.959999,62.799999,61.500000,62.759998,61.265923,683900
2020-05-26,64.900002,64.900002,62.779999,62.900002,61.402592,1448800
2020-05-27,63.520000,63.520000,59.650002,62.509998,61.021873,1074500
2020-05-28,62.730000,63.259998,61.490002,61.750000,60.279964,832500
2020-05-29,61.939999,63.000000,61.279999,62.820000,61.324493,599600
2020-06-01,63.360001,65.169998,62.930000,64.800003,63.257362,1557600
2020-06-02,65.199997,65.639999,64.010002,65.599998,64.038307,1370400
2020-06-03,66.419998,66.720001,65.660004,65.870003,64.301888,1529700
2020-06-04,65.800003,66.283997,63.459999,63.950001,62.427593,1243000
2020-06-05,65.349998,65.653000,64.010002,64.250000,62.720451,846200
2020-06-08,64.989998,65.370003,64.519997,65.370003,63.813789,968100
2020-06-09,64.599998,66.599998,64.419998,65.610001,64.048080,1750400
2020-06-10,66.639999,67.040001,65.639999,66.510002,64.926651,1272000
2020-06-11,63.930000,64.470001,61.500000,61.570000,60.104252,1822100
2020-06-12,63.720001,63.840000,60.611000,62.419998,60.934013,1185900
2020-06-15,60.740002,64.769997,60.740002,64.639999,63.101170,1619300
2020-06-16,66.750000,67.029999,64.440002,66.690002,65.102371,2166800
2020-06-17,67.209999,67.589996,66.220001,66.500000,64.916893,862700
2020-06-18,66.430000,67.889999,66.205002,67.629997,66.019989,769500
2020-06-19,68.750000,69.250000,67.595001,68.029999,66.410469,996800
2020-06-22,68.660004,71.430000,68.589996,71.290001,69.592857,1644100
2020-06-23,72.529999,73.448997,71.550003,72.400002,70.676437,1904500
2020-06-24,71.629997,72.459999,68.620003,69.300003,67.650238,1804100
2020-06-25,69.139999,70.760002,68.410004,70.580002,68.899757,1132400
2020-06-26,70.339996,71.059998,68.930000,68.970001,67.328087,1179300
2020-06-29,69.349998,69.570000,67.730003,69.360001,67.708801,1473700
2020-06-30,69.250000,71.430000,69.178001,71.309998,69.612373,1330800
2020-07-01,71.470001,74.000000,71.330002,73.500000,71.750244,1650700
2020-07-02,75.910004,75.919998,74.584999,74.940002,73.155968,2168700
2020-07-06,77.269997,79.042000,76.500000,77.750000,75.899071,1972800
2020-07-07,78.099998,80.589996,77.550003,78.839996,76.963112,2251700
2020-07-08,80.019997,81.239998,79.639999,80.720001,78.798370,2230100
2020-07-09,81.739998,81.930000,79.019997,81.080002,79.149796,2033500
2020-07-10,80.949997,81.360001,80.169998,80.889999,78.964317,1575900
2020-07-13,83.000000,84.543999,78.000000,78.139999,76.279785,3642600
2020-07-14,78.099998,79.500000,75.010002,78.820000,76.943596,2042200
2020-07-15,80.360001,81.120003,78.540001,80.930000,79.003365,2728700
2020-07-16,79.599998,80.470001,78.913002,79.760002,77.861221,1431900
2020-07-17,80.300003,80.860001,79.639000,80.669998,78.749550,1265100
2020-07-20,81.239998,84.250000,81.120003,84.029999,82.029564,1750400
2020-07-21,84.949997,84.949997,82.269997,82.519997,80.555511,1796000
2020-07-22,83.010002,83.580002,81.849998,82.529999,80.565269,1181600
2020-07-23,82.900002,83.589996,79.580002,80.470001,78.554314,1794500
2020-07-24,78.900002,79.817001,77.400002,78.830002,76.953362,1953000
2020-07-27,79.800003,82.129997,79.320999,81.970001,80.018608,2314000
2020-07-28,81.620003,81.639999,79.279999,79.349998,77.460976,1182700
2020-07-29,80.000000,80.599998,79.870003,80.070000,78.163834,1098900
