time,open,high,low,close,K,D
2015-05-04T09:30:00-04:00,0.417582,0.461538,0.417362,0.461538,NaN,NaN
2015-05-05T09:30:00-04:00,0.604395,1.042417,0.604395,0.604395,NaN,NaN
2015-05-07T09:30:00-04:00,0.714285,0.725274,0.43956,0.43956,NaN,NaN
2015-05-08T09:30:00-04:00,0.54945,0.648351,0.538461,0.538461,NaN,NaN
2015-05-11T09:30:00-04:00,0.636813,0.636813,0.54945,0.54945,NaN,NaN
2015-05-12T09:30:00-04:00,0.54956,0.54956,0.538461,0.548901,NaN,NaN
2015-05-13T09:30:00-04:00,0.538461,0.538461,0.538461,0.538461,NaN,NaN
2015-05-14T09:30:00-04:00,0.538461,0.538461,0.483516,0.494505,NaN,NaN
2015-05-15T09:30:00-04:00,0.494505,0.494505,0.417582,0.417582,NaN,NaN
2015-05-18T09:30:00-04:00,0.417582,0.417582,0.298351,0.298351,NaN,NaN
2015-05-19T09:30:00-04:00,0.307692,0.324176,0.306593,0.318681,NaN,NaN
2015-05-20T09:30:00-04:00,0.324176,0.354395,0.321428,0.346154,NaN,NaN
2015-05-21T09:30:00-04:00,0.340659,0.351648,0.335165,0.351648,NaN,NaN
2015-05-22T09:30:00-04:00,0.351648,0.363736,0.350549,0.350549,NaN,NaN
2015-05-26T09:30:00-04:00,0.350769,0.351648,0.350769,0.351648,NaN,NaN
2015-05-27T09:30:00-04:00,0.346263,0.346263,0.335714,0.335714,NaN,NaN
2015-05-28T09:30:00-04:00,0.335714,0.362637,0.335165,0.362637,NaN,NaN
2015-05-29T09:30:00-04:00,0.351099,0.362637,0.351099,0.362637,66.66666666666647,NaN
2015-06-01T09:30:00-04:00,0.362637,0.362637,0.336813,0.336813,73.4639103991669,NaN
2015-06-02T09:30:00-04:00,0.336813,0.336813,0.313406,0.320329,40.13057706583357,60.087051377222316
2015-06-03T09:30:00-04:00,0.32967,0.32967,0.318681,0.318681,6.797243732500438,40.130577065833634
2015-06-04T09:30:00-04:00,0.321428,0.321428,0.320879,0.320879,2.717048987874063,16.548289928736022
2015-06-05T09:30:00-04:00,0.321428,0.321428,0.320879,0.320879,5.434097975748128,4.982796898707544
2015-06-08T09:30:00-04:00,0.324176,0.324176,0.318681,0.321428,8.93374358145845,5.694963515026882
2015-06-09T09:30:00-04:00,0.320329,0.320329,0.313187,0.318681,6.8189760740530465,7.06227254375321
2015-06-10T09:30:00-04:00,0.31978,0.324176,0.31978,0.321428,9.197160642773236,8.316626766094911
2015-06-11T09:30:00-04:00,0.321428,0.321428,0.318791,0.320329,9.457394588324748,8.491177101717012
2015-06-12T09:30:00-04:00,0.318791,0.318791,0.317692,0.318022,9.626853709128183,9.427136313408724
2015-06-15T09:30:00-04:00,0.31978,0.31978,0.318132,0.318681,6.632663051252053,8.572303782901663
2015-06-16T09:30:00-04:00,0.319176,0.31978,0.313187,0.318681,4.973826398708348,7.07778105302953
2015-06-17T09:30:00-04:00,0.31978,0.32967,0.318681,0.318681,6.30312869615446,5.969872715371623
2015-06-18T09:30:00-04:00,0.320329,0.320329,0.317033,0.318681,9.280973688593246,6.8526429278186844
2015-06-19T09:30:00-04:00,0.318681,0.318681,0.314285,0.314505,7.179930789875119,7.588011058207608
2015-06-22T09:30:00-04:00,0.317582,0.317582,0.313736,0.313736,5.078887891156909,7.17993078987509
2015-06-23T09:30:00-04:00,0.314285,0.314285,0.307692,0.307692,-3.552713678800501e-15,4.08627289367734
2015-06-24T09:30:00-04:00,0.318571,0.318571,0.311208,0.313187,24.374116402793643,9.817668097983516
2015-06-25T09:30:00-04:00,0.313187,0.313187,0.313187,0.313187,48.748232805587186,24.374116402793607
2015-06-26T09:30:00-04:00,0.318681,0.318681,0.318681,0.318681,82.08156613892052,51.73463844910045
2015-06-29T09:30:00-04:00,0.329121,0.329121,0.318681,0.31967,91.0407830694602,73.95686067132264
2015-06-30T09:30:00-04:00,0.324176,0.335165,0.323077,0.330989,100,91.04078306946023
2015-07-01T09:30:00-04:00,0.32978,0.335165,0.322088,0.333516,100,97.01359435648673
2015-07-02T09:30:00-04:00,0.333516,0.334066,0.333516,0.333516,100,100
2015-07-06T09:30:00-04:00,0.336263,0.336263,0.330769,0.335165,100,100
2015-07-07T09:30:00-04:00,0.336263,0.336263,0.323186,0.335165,100,100
2015-07-08T09:30:00-04:00,0.336263,0.336263,0.335165,0.336263,100,100
2015-07-09T09:30:00-04:00,0.336263,0.351648,0.334615,0.334615,97.55667757783725,99.18555919261242
2015-07-10T09:30:00-04:00,0.336263,0.337912,0.335274,0.336263,97.55667757783725,98.37111838522485
2015-07-13T09:30:00-04:00,0.336263,0.336263,0.333296,0.333296,92.72318630872513,95.94551382146655
2015-07-14T09:30:00-04:00,0.336263,0.336263,0.334615,0.335165,93.52860356475719,94.6028224837732
2015-07-15T09:30:00-04:00,0.335274,0.336263,0.334945,0.335165,91.8906983986265,92.7141627573696
2015-07-16T09:30:00-04:00,0.334945,0.335165,0.323186,0.335165,94.61014074000754,93.34314756779708
2015-07-17T09:30:00-04:00,0.335165,0.335165,0.334615,0.334615,92.09813897408056,92.86632603757153
2015-07-20T09:30:00-04:00,0.330769,0.332966,0.330769,0.330879,60.40271080687793,82.37033017365535
2015-07-21T09:30:00-04:00,0.336263,0.336263,0.334066,0.334066,54.44561922154281,68.9821563341671
2015-07-22T09:30:00-04:00,0.334066,0.335165,0.331428,0.335165,58.59552615360048,57.81461872734042
2015-07-23T09:30:00-04:00,0.336263,0.336263,0.335165,0.335165,91.92885948693389,68.32333495402573
2015-07-24T09:30:00-04:00,0.336263,0.336263,0.331868,0.335714,100.00000000000006,83.50812854684482
2015-07-27T09:30:00-04:00,0.336263,0.336263,0.335165,0.335165,95.63480640266171,95.85455529653188
2015-07-28T09:30:00-04:00,0.335714,0.335714,0.334835,0.335714,95.63480640266164,97.08987093510781
2015-07-29T09:30:00-04:00,0.335714,0.336263,0.334066,0.334615,85.95415289907409,92.40792190146583
2015-07-30T09:30:00-04:00,0.335165,0.335165,0.335165,0.335165,86.04703437540415,89.21199789237996
2015-07-31T09:30:00-04:00,0.331318,0.331318,0.331318,0.331318,52.7137010420708,74.90496277218303
2015-08-03T09:30:00-04:00,0.335165,0.335165,0.330769,0.330769,29.061021212325002,55.94058554326665
2015-08-04T09:30:00-04:00,0.330769,0.330769,0.32967,0.32967,-1.4210854715202004e-14,27.258240751465262
2015-08-05T09:30:00-04:00,0.32967,0.32967,0.323186,0.323186,-1.4210854715202004e-14,9.687007070774984
2015-08-06T09:30:00-04:00,0.332967,0.332967,0.332966,0.332967,31.95241983773734,10.650806612579098
2015-08-07T09:30:00-04:00,0.334066,0.334066,0.323186,0.328681,53.15934010942936,28.370586649055554
2015-08-10T09:30:00-04:00,0.328681,0.328681,0.328681,0.328681,74.36626038112136,53.159340109429344
2015-08-11T09:30:00-04:00,0.321703,0.335055,0.321703,0.334615,75.74717387671734,67.75759145575601
2015-08-12T09:30:00-04:00,0.335055,0.335055,0.324285,0.324285,66.47038906901355,72.19460777561741
2015-08-13T09:30:00-04:00,0.334615,0.335165,0.330219,0.334066,78.07139660329814,73.42965318300968
2015-08-14T09:30:00-04:00,0.32967,0.334066,0.32967,0.32967,69.25790272711941,71.26656279981036
2015-08-17T09:30:00-04:00,0.328132,0.32967,0.324176,0.324176,72.34767358844472,73.22565763962076
2015-08-18T09:30:00-04:00,0.324176,0.324176,0.322527,0.323077,52.72106356970277,64.7755466284223
2015-08-19T09:30:00-04:00,0.318681,0.326373,0.318681,0.323077,41.3825418997828,55.483759685976764
2015-08-20T09:30:00-04:00,0.326373,0.326373,0.318681,0.318681,31.813982001445883,41.972529156977146
2015-08-21T09:30:00-04:00,0.318681,0.318681,0.278022,0.296703,18.632664214211243,30.6097293718133
2015-08-24T09:30:00-04:00,0.296703,0.296703,0.233187,0.263736,5.451346426976596,18.632664214211232
2015-08-25T09:30:00-04:00,0.274725,0.28022,0.263736,0.263736,1.1842378929335002e-15,8.028003547062603
2015-08-26T09:30:00-04:00,0.263736,0.269231,0.254066,0.254066,1.1842378929335002e-15,1.817115475658856
2015-08-27T09:30:00-04:00,0.260989,0.260989,0.258791,0.260879,5.627655127245386,1.8758850424151292
2015-08-28T09:30:00-04:00,0.260989,0.274725,0.260989,0.274615,21.131438475065156,8.919697867436847
2015-08-31T09:30:00-04:00,0.285714,0.285714,0.285714,0.285714,43.481638948289095,23.413577516866543
2015-09-01T09:30:00-04:00,0.288461,0.296703,0.285714,0.285714,60.20418429426767,41.605753905873975
2015-09-02T09:30:00-04:00,0.285714,0.302198,0.285714,0.302198,78.03373427978123,60.57318584077933
2015-09-03T09:30:00-04:00,0.307692,0.318132,0.307692,0.315934,89.01686713989062,75.75159523797984
2015-09-04T09:30:00-04:00,0.315934,0.318132,0.315934,0.318132,100,89.01686713989062
2015-09-08T09:30:00-04:00,0.318681,0.32967,0.318681,0.328571,100,96.33895571329687
2015-09-09T09:30:00-04:00,0.324176,0.324176,0.324176,0.324176,98.11682086313324,99.37227362104443
2015-09-10T09:30:00-04:00,0.328571,0.328571,0.328571,0.328571,97.61207331152673,98.57629805822
2015-09-11T09:30:00-04:00,0.328571,0.32967,0.328571,0.32967,97.45907452640752,97.72932290035583
2015-09-14T09:30:00-04:00,0.324176,0.324176,0.324176,0.324176,96.56912002025483,97.21342261939635
2015-09-15T09:30:00-04:00,0.32956,0.32956,0.32956,0.32956,96.20792150608952,96.74537201758396
2015-09-16T09:30:00-04:00,0.318681,0.318681,0.318681,0.318681,89.60371017208202,94.1269172328088
2015-09-17T09:30:00-04:00,0.316483,0.316483,0.298901,0.313187,79.46091643413426,88.42418270410194
